"","permno","ticker","cusip","company_name","exchange"
"7186",82236,"WYN","98310110","WYNDHAM INT'L - CLASS A","NYSE"
"7187",82236,"WBR","98310110","WYNDHAM INT'L - CLASS A","AMEX"
"7188",82237,"PPO","71343410","PEPSI-COLA PUERTO RICO BOTTLING","NYSE"
"7189",82238,"PGA","71533810","PERSONNEL GROUP OF AMERICA","NYSE"
"7190",82242,"TPR","89388510","TRANSPRO INC","NYSE"
"7191",82242,"PLI","74340R10","PROLIANCE INTERNATIONAL INC","AMEX"
"7192",82243,"RHG","N7368910","RENAIS HOTEL GRP","NYSE"
"7193",82266,"MWL","56032120","MAIL-WELL","NYSE"
"7194",82266,"CVO","15670S10","CENVEO INC","NYSE"
"7195",82266,"CVO","15670S40","CENVEO INC","NYSE"
"7196",82272,"PDX","70532410","PEDIATRIX MEDICAL GROUP","NYSE"
"7197",82272,"MD","58502B10","MEDNAX INC","NYSE"
"7198",82292,"AFC","01975410","ALLMERICA FINANCIAL  CORP","NYSE"
"7199",82292,"THG","41086710","HANOVER INSURANCE GROUP INC/THE","NYSE"
"7200",82293,"BGN","09718910","BOGEN COMM INTL","AMEX"
"7201",82294,"BFD","10117810","BOSTONFED BNCP","AMEX"
"7202",82295,"PK","15478510","CENTRAL PARKING","NYSE"
"7203",82295,"CPC","15478510","CENTRAL PARKING","NYSE"
"7204",82296,"DER","24533410","DE RIGO S.P.A.","NYSE"
"7205",82298,"DO","25271C10","DIAMOND OFFSHORE DRILLING","NYSE"
"7206",82299,"DLJ","25766110","DONALDSON LUFKIN & JENRETTE","NYSE"
"7207",82300,"GUC","40156610","GUCCI GROUP NV","NYSE"
"7208",82301,"IBI","46115610","INTIMATE BRANDS","NYSE"
"7209",82303,"RE","74435W10","EVEREST REINSURANCE HOLDINGS INC","NYSE"
"7210",82303,"RE","29980810","EVEREST REINSURANCE HOLDINGS INC","NYSE"
"7211",82303,"RE","G3223R10","EVEREST RE GROUP LTD","NYSE"
"7212",82304,"KPN","78064120","KONINKLIJKE PTT NEDERLAND NV","NYSE"
"7213",82306,"SGH","85933110","STERLING HOUSE CORPORATION","AMEX"
"7214",82307,"TRL","89151A10","TOTAL RENAL CARE HOLDINGS INC","NYSE"
"7215",82307,"DVA","23918K10","DAVITA INC","NYSE"
"7216",82308,"UPR","90783410","UNION PACIFIC RESOURCES GROUP","NYSE"
"7217",82309,"UMG","91288920","UNITED STATES WEST MEDIA GROUP","NYSE"
"7218",82311,"BAP","G2519Y10","CREDICORP 'C'","NYSE"
"7219",82474,"SRS","00204C10","ARV ASSISTED LIVING INC","AMEX"
"7220",82494,"GRN","39537930","GREENMAN TECHNOLOGIES INC.","AMEX"
"7221",82501,"IMP","45056510","ITLA CAPITAL CP","NYSE"
"7222",82501,"IMP","45268010","IMPERIAL CAPITAL BANCORP INC","NYSE"
"7223",82502,"WW","95988010","WESTN WASTE INDS","NYSE"
"7224",82509,"NMN","64044110","NEMATRON CORP","AMEX"
"7225",82511,"ELLO","M3992712","ELLOMAY CAPITAL LTD","AMEX"
"7226",82540,"WLT","93317Q10","WALTER INDUSTRIES INC","NYSE"
"7227",82542,"CCF","16150R10","CHASE CORPORATION","AMEX"
"7228",82557,"CDV","20902910","CONSOLIDATED DELIVERY & LOGISTIC","AMEX"
"7229",82557,"CDV","14983Y10","CD&L INC","AMEX"
"7230",82565,"CBS","22049310","CORT BUSINESS SERVICES","NYSE"
"7231",82565,"CBZ","22049310","CORT BUSINESS SERVICES","NYSE"
"7232",82567,"OPK","68375N10","OPKO HEALTH INC","AMEX"
"7233",82590,"LSH","G5383Q10","LASALLE RE HOLD","NYSE"
"7234",82621,"MS","59935P10","MILESTONE SCI","AMEX"
"7235",82621,"MS","59935P20","MILESTONE SCIENTIFIC INC","AMEX"
"7236",82621,"MSS","59935P20","MILESTONE SCIENTIFIC INC","AMEX"
"7237",82621,"MLSS","59935P20","MILESTONE SCIENTIFIC INC","AMEX"
"7238",82624,"VVN","92850E10","VITRAN CORP","AMEX"
"7239",82631,"AED","05950410","BANCO EDWARDS","NYSE"
"7240",82632,"BGF","08916010","BIG FLOWER PRESS HOLDINGS","NYSE"
"7241",82632,"BGF","08915910","BIG FLOWER HOLDINGS INC","NYSE"
"7242",82634,"SAM","10055710","BOSTON BEER","NYSE"
"7243",82635,"BKI","11815H10","BUCKEYE CELLULOSE CORP","NYSE"
"7244",82635,"BKI","11825510","BUCKEYE TECHNOLOGIES INC","NYSE"
"7245",82637,"E","26874R10","ENTE NAZIONALE IDROCARBURI","NYSE"
"7246",82638,"ESC","29100510","EMERITUS CORPORATION","AMEX"
"7247",82639,"IMH","45292210","IMPERIAL CREDIT","AMEX"
"7248",82639,"IMH","45254P10","IMPAC COMMERICAL MTG HOLDINGS","AMEX"
"7249",82639,"IMPM","45254P50","IMPAC MORTGAGE HOLDINGS INC","AMEX"
"7250",82639,"IMH","45254P50","IMPAC MORTGAGE HOLDINGS INC","AMEX"
"7251",82640,"KCC","48272710","K-III COMMUNICATIONS","NYSE"
"7252",82640,"PRM","74157K10","PREMEDIA INC","NYSE"
"7253",82640,"PRM","74157K84","PRIMEDIA INC","NYSE"
"7254",82642,"EL","51843910","ESTEE LAUDER COMPANIES","NYSE"
"7255",82643,"LXK","52977110","LEXMARK INTERNATIONAL GROUP INC","NYSE"
"7256",82644,"MIG","58319P10","MEADOWBROOK INS","NYSE"
"7257",82646,"TLK","71568410","TELEKOMUNIKASI INDONESIA","NYSE"
"7258",82647,"PNU","71694110","PHARMACIA & UPJOHN INCORPORATED","NYSE"
"7259",82648,"DUF","71892410","PHOENIX DUFF & PHELPS CORPORATIO","NYSE"
"7260",82648,"PXP","71908510","PHOENIX INVESTMENT PARTNERS","NYSE"
"7261",82649,"SWM","80854110","SCHWEITZER-MAUDUIT INTL","NYSE"
"7262",82650,"TBR","87928710","TELEBRAS","NYSE"
"7263",82651,"WAT","94184810","WATERS CORPORATION","NYSE"
"7264",82652,"KOR","50050710","KOOR","NYSE"
"7265",82653,"DGI","25459010","DISC GRAPHICS INCORPORATED","AMEX"
"7266",82654,"RY","78008710","ROYAL BANK CDA","NYSE"
"7267",82656,"CLB","N2271710","CORE LABORATORIES N.V.","NYSE"
"7268",82659,"TZC","89693310","TRIZEC LIMITED","NYSE"
"7269",82668,"WON","96181510","WESTWOOD ONE INC","NYSE"
"7270",82670,"MHA","56311820","MANHATTAN PHARMACEUTICALS INC","AMEX"
"7271",82682,"CMI","20452C10","COMPLETE MGMT","AMEX"
"7272",82689,"CWL","16139W10","CHARTWELL RE CP","NYSE"
"7273",82694,"EME","29084Q10","EMCOR GROUP INC","NYSE"
"7274",82702,"AMRX","03168L10","AMNEAL PHARMACEUTICALS INC","NYSE"
"7275",82743,"SGU","85512C10","STAR GAS PARTNERS L. P.","NYSE"
"7276",82751,"ESA","30224P10","EXTENDED STAY AMERICA","NYSE"
"7277",82768,"BDR","09369810","BLONDER TONGUE LABORATORIES, INC","AMEX"
"7278",82769,"BH","11003910","BRISTOL HOTEL","NYSE"
"7279",82769,"BH","11004110","BRISTOL HOTELS & RESORTS INC.","NYSE"
"7280",82770,"KAP","14064910","CAPMAC HOLDINGS INC","NYSE"
"7281",82771,"CCS","14843310","CASTLE & COOKE","NYSE"
"7282",82773,"CUL","23002910","CULLIGAN WATER","NYSE"
"7283",82774,"HMS","44091410","HOST MARR SVCS","NYSE"
"7284",82775,"HIG","45068H10","HARTFORD FINANCIAL SERVICES GP","NYSE"
"7285",82775,"HIG","41651510","HARTFORD FINANCIAL SERVICES GP","NYSE"
"7286",82776,"ITT","45091210","ITT CORPORATION","NYSE"
"7287",82777,"MSM","55353010","MSC INDUSTRIAL","NYSE"
"7288",82779,"NOX","67000210","NOVAVAX INC","AMEX"
"7289",82780,"PY","70515120","PECHINEY","NYSE"
"7290",82781,"PDB","72010410","PIEDMONT BANCORP INC","AMEX"
"7291",82782,"UA","90904810","UNIONAMERICA","NYSE"
"7292",82783,"UT","91310010","UTD TRANSNET INC","NYSE"
"7293",82784,"PRW","74792210","QUEBECOR PRTG INC","NYSE"
"7294",82784,"IQW","74820310","QUEBECOR WORLD INC","NYSE"
"7295",82791,"CFN","21075V10","CONTIFINANCIAL CORP","NYSE"
"7296",82792,"CHI","36111540","FURR'S/BISHOPS INCORPORATED","NYSE"
"7297",82792,"CHI","36111550","FURR'S/BISHOPS INCORPORATED","NYSE"
"7298",82792,"CHI","36111560","FURR'S/BISHOPS INCORPORATED","NYSE"
"7299",82792,"FRG","36111560","FURR'S/BISHOPS INCORPORATED","NYSE"
"7300",82793,"GLB","37803P10","GLENBOROUGH RLTY","NYSE"
"7301",82795,"HIC","43103210","HIGHLANDS INSURANCE GROUP INC","NYSE"
"7302",82797,"PZX","72570188","PITTSTON BURLINGTON GROUP","NYSE"
"7303",82800,"PCU","84361110","SOUTHERN PERU COPPER 'T'","NYSE"
"7304",82800,"PCU","84265V10","SOUTHERN PERU COP","NYSE"
"7305",82800,"SCCO","84265V10","SOUTHERN PERU COP","NYSE"
"7306",82801,"WIX","96652410","WHITMAN EDUC GP","AMEX"
"7307",82802,"WSH","95960H10","WESTERN STAR TRUCK HOLDINGS","AMEX"
"7308",82803,"WRC","98144310","WORLD COLOR PRESS","NYSE"
"7309",82811,"BFT","05873K10","BALLY TOTAL FIT","NYSE"
"7310",82824,"HBY","44860M80","HYBRIDON INC","AMEX"
"7311",82824,"IDP","45168K10","IDERA PHARMACEUTICALS INC","AMEX"
"7312",82824,"IDP","45168K30","IDERA PHARMACEUTICALS INC","AMEX"
"7313",82831,"NEO","64091910","NEOPHARM INCORPORATED","AMEX"
"7314",82848,"TTP","88831410","TITAN PHARMACEUTICALS INC","AMEX"
"7315",82854,"ASL","04374320","ASHANTI GOLD","NYSE"
"7316",82855,"EE","28367785","EL PASO ELEC CO","AMEX"
"7317",82856,"MDN","58964310","MERIDIAN IND TRU","NYSE"
"7318",82857,"MGX","61969610","MOSSIMO","NYSE"
"7319",82858,"RRI","75700510","RED ROOF INNS","NYSE"
"7320",82859,"REV","76152550","REVLON","NYSE"
"7321",82859,"REV","76152560","REVLON","NYSE"
"7322",82860,"SPH","86448210","SUBURBANE PROPANE PARTNERS LP","NYSE"
"7323",82861,"TBW","87222610","TB WOOD'S CORPORATION","NYSE"
"7324",82862,"XO","88557110","360 COMMUNICATIO","NYSE"
"7325",82924,"JW","96822320","WILEY JOHN & SON","NYSE"
"7326",82932,"JW","96822330","WILEY JOHN & SON","NYSE"
"7327",82959,"WLL","96913310","WILLAMETTE INDS INC","NYSE"
"7328",82983,"ALW","96946810","WILLIAMS A L CP","NYSE"
"7329",83011,"WSM","96990410","WILLIAMS SONOMA","NYSE"
"7330",83030,"WL","97180710","WILMINGTON TR CO DEL","NYSE"
"7331",83122,"CGZ","22163010","COTELLIGENT GROU","NYSE"
"7332",83139,"PRZ","69562E10","PAINCARE HOLDINGS INC.","AMEX"
"7333",83142,"WND","97341110","WINDMERE CP","NYSE"
"7334",83142,"APN","03815A10","APPLICA INCORPORATED","NYSE"
"7335",83143,"IRM","46284P10","IRON MOUNTAIN INC.","NYSE"
"7336",83143,"IRM","46284610","IRON MOUNTAIN INC.","NYSE"
"7337",83143,"IRM","46284V10","IRON MOUNTAIN INC","NYSE"
"7338",83159,"FP","33763B10","FIRSTPLUS FINANCIAL GROUP INC","NYSE"
"7339",83162,"RCI","75993010","RENAL CARE GROUP INC","NYSE"
"7340",83179,"UDG","90466910","UNIDIGITAL","AMEX"
"7341",83186,"DST","23332610","DST SYSTEMS INC","NYSE"
"7342",83188,"CCJ","13321L10","CAMECO CORP","NYSE"
"7343",83189,"ABE","04226010","ARMOR HOLDINGS INC","AMEX"
"7344",83189,"AH","04226010","ARMOR HOLDINGS INC","NYSE"
"7345",83190,"BOG","07741010","BELCO OIL & GAS","NYSE"
"7346",83191,"BEI","08372L10","BERG ELECTRONICS CORPORATION","NYSE"
"7347",83193,"CWC","14188810","CARIBINER INTL","NYSE"
"7348",83193,"AVC","05072710","AUDIO VISUAL SERVICES","NYSE"
"7349",83202,"EGR","27031910","EARTHGRAINS","NYSE"
"7350",83204,"PTI","33691210","FIRST USA PAYMENTECH","NYSE"
"7351",83204,"PTI","70438410","PAYMENTECH INC","NYSE"
"7352",83205,"FLB","33931710","FLETCHER CHALLENGE BUILDING","NYSE"
"7353",83206,"FEG","33931810","FLETCHER CHALLENGE ENERGY","NYSE"
"7354",83207,"FLP","33932510","FLETCHER CHALLNG","NYSE"
"7355",83225,"EWJ","46428684","ISHARES MSCI JAPAN INDEX FUND","AMEX"
"7356",83226,"GAF","36143710","GA FINANCIAL INC","AMEX"
"7357",83227,"MFC","61841310","MORRISON RESTAURANT INC","NYSE"
"7358",83227,"MRN","61847810","MORRISON RESTAURANT INC","NYSE"
"7359",83228,"MHI","61841L10","MORRISON HEALTH CARE INC","NYSE"
"7360",83228,"MHI","61845910","MORRISON MGMT. SPECIALIST","NYSE"
"7361",83229,"SE","85920510","STERLING COMMERCE INC","NYSE"
"7362",83230,"TSR","88359310","THERMO SENTRON INC","AMEX"
"7363",83231,"TMQ","88365510","THERMOQUEST CORPORATION","AMEX"
"7364",83232,"VST","92208M10","VANSTAR CORPORATION","NYSE"
"7365",83233,"GEF","39762410","GREIF BROS CORP","NYSE"
"7366",83238,"BAU","05643910","BACOU USA INC","NYSE"
"7367",83239,"BBX","06590850","BANKATLANTIC BANCORP INC","NYSE"
"7368",83239,"BBX","06590860","BANKATLANTIC BANCORP INC","NYSE"
"7369",83239,"BBX","06590880","BANKATLANTIC BANCORP INC","NYSE"
"7370",83239,"BBX","05540P10","BBX CAPITAL CORP","NYSE"
"7371",83254,"DPS","23942310","DAWSON PRODUCTIN SERVICES","NYSE"
"7372",83275,"IDT","44894710","IDT CORPORATION","NYSE"
"7373",83284,"KTZ","48609310","KATZ DIGITAL TECHNOLOGIES","AMEX"
"7374",83301,"PFB","69331W10","PFF BANCORP INC","NYSE"
"7375",83307,"PGI","74058510","PREMIERE GLOBAL SERVICES INC","NYSE"
"7376",83325,"ATJ","00194710","AT PLASTICS","AMEX"
"7377",83326,"RYG","78064N10","ROYAL GROUP TECHNOLOGIES LTD","NYSE"
"7378",83326,"RYG","77991510","ROYAL GROUP TECHNOLOGIES LTD","NYSE"
"7379",83330,"DXO","25460910","DISCO","NYSE"
"7380",83332,"LU","54946310","LUCENT TECHNOLOGIES INC","NYSE"
"7381",83333,"PSS","70437910","PAYLESS SHOESOURCE","NYSE"
"7382",83333,"PSS","19421W10","COLLECTIVE BRANDS INC","NYSE"
"7383",83334,"PFP","74050U10","PREMIER FARNELL","NYSE"
"7384",83336,"SCV","80601820","SCANIA AB","NYSE"
"7385",83339,"SSM","86174710","STONE STREET BANCORP INC","AMEX"
"7386",83340,"TPD","88587120","THRIFTY PAYLESS","NYSE"
"7387",83341,"TAP","89417510","TRAVELERS PROPERTY CASUALTY","NYSE"
"7388",83341,"TAP","89393910","TRAVELERS PROPERTY CASUALTY","NYSE"
"7389",83342,"LSP","G5646210","LORAL SPACE & COMMUNICATIONS","NYSE"
"7390",83342,"LOR","G5646210","LORAL SPACE & COMMUNICATIONS","NYSE"
"7391",83342,"LOR","G5646219","LORAL SPACE & COMMUNICATIONS","NYSE"
"7392",83343,"TNA","G8761510","TERRA NOVA HOLDINGS (BERMUDA)","NYSE"
"7393",83345,"WZR","97728410","WISER OIL CO DEL","NYSE"
"7394",83349,"AGD","03793720","APPLIED GRAPHICS TECHNOLOGIES","AMEX"
"7395",83359,"XWG","97652L10","WIRELESS XCESSORIES GROUP","AMEX"
"7396",83366,"CRR","14078110","CARBO CERAMICS INC","NYSE"
"7397",83382,"TCX","89869710","TUCOWS INC","AMEX"
"7398",83400,"OSI","69005710","OUTDOOR SYSTEMS","NYSE"
"7399",83403,"PHL","72702510","PLANET HOLLYWOOD","NYSE"
"7400",83408,"RBV","76121R10","RESOURCE BANKSHARES","AMEX"
"7401",83411,"EPM","30049A10","EVOLUTION PETROLEUM CORP","AMEX"
"7402",83421,"SZA","86507710","SUIZA FOODS","NYSE"
"7403",83421,"DF","24237010","DEAN FOODS COMPANY","NYSE"
"7404",83421,"DF","24237020","DEAN FOODS CO","NYSE"
"7405",83438,"A","04629810","ASTRA","NYSE"
"7406",83439,"ASX","02986110","AMERN STATES FIN","NYSE"
"7407",83440,"AFS","04600810","ASSOC 1ST CAP CP","NYSE"
"7408",83442,"EYE","05538A10","BEC GROUP INCORPORATED","NYSE"
"7409",83442,"LNM","55024210","LUMEN TECHNOLOGIES INC","NYSE"
"7410",83443,"BRK","08467020","BERKSHIRE HATHAWAY INC","NYSE"
"7411",83443,"BRK","08467070","BERKSHIRE HATHAWAY INC","NYSE"
"7412",83444,"CBK","17462310","CITIZENS FIRST FINANCIAL CORP","AMEX"
"7413",83445,"BVN","20444810","BUENAVENTURA 'T'","NYSE"
"7414",83446,"DSH","25057110","DESIGNER HOLDINGS LTD","NYSE"
"7415",83447,"ECI","30090310","EXCEL COMMUNICATION INCORPORATED","NYSE"
"7416",83447,"ECI","30065K10","EXCEL COMMUNICATION INCORPORATED","NYSE"
"7417",83448,"EXE","30224T87","EXTENDICARE 'A'","NYSE"
"7418",83449,"GCG","36933210","GENERAL CHEMICAL GROUP","NYSE"
"7419",83449,"GCG","36933220","GENERAL CHEMICAL GROUP","NYSE"
"7420",83450,"GSH","40065W10","GUANGSHEN RAILWAY 'H'","NYSE"
"7421",83452,"NDN","65440K10","99 CENTS ONLY","NYSE"
"7422",83453,"NIS","66978410","NOVA","NYSE"
"7423",83454,"NYD","67066220","NYCOMED ASA","NYSE"
"7424",83455,"POG","70322410","PATINA OIL & GAS CORP","NYSE"
"7425",83456,"PNN","70738930","PENN ENGINEERING & MFG CP","AMEX"
"7426",83457,"PGH","73174510","POLYMER GROUP INC","NYSE"
"7427",83457,"PGI","73174510","POLYMER GROUP INC","NYSE"
"7428",83458,"RIV","76962710","RIVIERA HOLDINGS CORP","AMEX"
"7429",83459,"SKS","79377R10","SAKS HOLDINGS","NYSE"
"7430",83461,"TAD","87359310","TADIRAN LTD","NYSE"
"7431",83462,"TUP","89989610","TUPPERWARE","NYSE"
"7432",83463,"VA","92023230","VALMET","NYSE"
"7433",83463,"MX","59267110","VALMET-RAUMA","NYSE"
"7434",83464,"WYN","98310010","WYNDHAM HOTEL","NYSE"
"7435",83467,"ANS","00941710","AIRNET SYSTEM INC.","NYSE"
"7436",83509,"FCN","30294110","FTI CONSULTING","AMEX"
"7437",83526,"JWL","96506310","WHITEHALL JEWELLERS INC","NYSE"
"7438",83532,"MDM","62426E40","MOUNTAIN PROVINCE MINING","AMEX"
"7439",83558,"SRZ","86768K10","SUNRISE ASSISTED LIVING INC","NYSE"
"7440",83570,"CUI","18975L10","COACH USA INC","NYSE"
"7441",83583,"WLP","94973H10","WELLPOINT HEALTH NETWORKS","NYSE"
"7442",83587,"SAT","04516X10","ASIA SATELLITE TELECOM","NYSE"
"7443",83588,"AVS","05367210","AVIATION SALES COMPANY","NYSE"
"7444",83589,"AXA","05453610","AXA-UAP","NYSE"
"7445",83590,"BB","05946H10","BANCO BHIF","NYSE"
"7446",83590,"BB","07329710","BBV BANCO BHIF","NYSE"
"7447",83590,"BB","05892510","BANCO BILBAO VIZCAYA ARGENTARI","NYSE"
"7448",83591,"CWG","13890630","CANWEST GLOBAL COMMUNICATION","NYSE"
"7449",83592,"CTE","14160C10","CARDIOTECH INTERNATIONAL","AMEX"
"7450",83592,"ASB","00767T10","ADVANSOURCE BIOMATERIALS CORP","AMEX"
"7451",83594,"DSD","24002810","DAYTON SUPERIOR","NYSE"
"7452",83595,"DK","25782610","DONNA KARAN INTERNATIONAL","NYSE"
"7453",83596,"EDS","28566110","ELECTRONIC DATA SYSTEMS CORP","NYSE"
"7454",83597,"FDS","30307510","FACTSET RESEARCH SYSTEMS INC","NYSE"
"7455",83598,"HBR","41161410","HARBORSIDE HEALTHCARE CORP","NYSE"
"7456",83601,"WOR","98181110","WORTHINGTON INDS INC","NYSE"
"7457",83602,"IMN","45245A10","IMATION CORPORATION","NYSE"
"7458",83602,"GLA","37718510","GLASSBRIDGE ENTERPRISES INC","NYSE"
"7459",83603,"IHC","46088610","INTERSTATE HOTELS","NYSE"
"7460",83604,"SKM","78440P10","SK TELECOM CO. (1/10)","NYSE"
"7461",83605,"ML","59168010","METROMAIL","NYSE"
"7462",83606,"GRY","69435110","PACIFIC GREYSTON","NYSE"
"7463",83608,"PRJ","74377P20","PROVIDNC JOURNAL","NYSE"
"7464",83609,"RT","78375510","RYERSON TULL INC","NYSE"
"7465",83610,"SGG","78418820","SGL CARBON AG","NYSE"
"7466",83611,"SFC","84357610","SOUTHN PAC FUND","NYSE"
"7467",83612,"TOC","88358210","THERMO OPTEK","AMEX"
"7468",83613,"TXM","89531R10","TREX MEDICAL CORPORATION","AMEX"
"7469",83619,"TLG","87612310","TARGET LOGISTICS INC","AMEX"
"7470",83654,"ECI","29254Q10","ENCISION INC","AMEX"
"7471",83661,"GWR","37155910","GENESEE & WYOMING INC-CL A","NYSE"
"7472",83671,"LRW","50540120","LABOR READY","NYSE"
"7473",83671,"TBI","89785X10","TRUEBLUE INC","NYSE"
"7474",83686,"QGEN","N7248212","QIAGEN NV","NYSE"
"7475",83687,"WYG","98308510","WYMAN GORDON CO","NYSE"
"7476",83699,"TIE","88833910","TITANIUM METALS","NYSE"
"7477",83699,"TIE","88833920","TITANIUM METALS","NYSE"
"7478",83714,"MHX","61790010","MORGAN HYDROCAR","NYSE"
"7479",83715,"CP","13592310","CANADIAN PACIFIC LIMITED","NYSE"
"7480",83717,"ANA","00428010","ACADIANA BANCSHARES INC","AMEX"
"7481",83718,"AGT","02593010","AMERICAN GENERAL HOSPITALITY","NYSE"
"7482",83718,"MHX","58984Y10","MERISTAR HOSPITALITY CORP","NYSE"
"7483",83719,"AGP","02881610","AMERICAN PAD & PAPER","NYSE"
"7484",83720,"FFG","30239F10","FBL FINANCIAL GROUP - CLASS A","NYSE"
"7485",83721,"FFH","30790110","FARM FAMILY HOLDINGS INC","NYSE"
"7486",83722,"MMP","57772M10","MAXIM PHARMACEUTICAL INC","AMEX"
"7487",83723,"PAB","69313P10","PAB BANKSHARES INC","AMEX"
"7488",83725,"PV","71706710","PFEIFFER VACUUM TECH","NYSE"
"7489",83726,"RCG","26883W10","ERESOURCE CAPITAL GROUP INC","AMEX"
"7490",83726,"RCG","26883W20","ERESOURCE CAPITAL GROUP INC","AMEX"
"7491",83726,"RCG","74932810","RCG COMPANIES INC","AMEX"
"7492",83726,"OTV","68275A10","ONETRAVEL HOLDINGS INC","AMEX"
"7493",83726,"OTV","68275A20","ONETRAVEL HOLDINGS INC","AMEX"
"7494",83727,"TDP","87938410","TELEFONICA PERU 'B'","NYSE"
"7495",83727,"TDP","87938420","TELEFONICA PERU (B)","NYSE"
"7496",83728,"RNR","G7496G10","RENAISSANCERE HOLDINGS LTD","NYSE"
"7497",83736,"HIV","13172260","CALYPTE BIOMEDICAL CORPORATION","AMEX"
"7498",83761,"HAZ","42078110","HAYES LEMMERZ INTERNATIONAL INC","NYSE"
"7499",83762,"HEB","42366C10","HEMISPHERX BIOPHARMA, INC.","AMEX"
"7500",83762,"HEB","42366C30","HEMISPHERX BIOPHARMA, INC.","AMEX"
"7501",83786,"PSJ","71579610","PETSEC ENERGY LIMITED","NYSE"
"7502",83816,"ALI","02145K10","ALTERNATIVE LIVING SERVICES INC","AMEX"
"7503",83816,"ALI","02146C10","ALTERRA HEALTHCARE CORP","AMEX"
"7504",83817,"BSI","09605510","BLUE SQUARE ISRAEL LTD","NYSE"
"7505",83817,"BSI","02051Q10","ALON HOLDINGS BLUE SQUARE ISRAEL","NYSE"
"7506",83817,"BSI","02051Q20","ALON BLUE SQUARE ISRAEL LTD","NYSE"
"7507",83818,"CHO","14091810","CAPSTAR HOTEL","NYSE"
"7508",83819,"CIG","20902E10","CONS CIGAR HLDGS","NYSE"
"7509",83820,"DTL","23426R10","DAL-TILE INTERNATIONAL INC","NYSE"
"7510",83821,"DL","25247D10","DIAL CORPORATION","NYSE"
"7511",83822,"GES","40161710","GUESS ?","NYSE"
"7512",83823,"HMQ","40654510","HAMBRECHT & QUIST GROUP","NYSE"
"7513",83823,"HQ","40654510","HAMBRECHT & QUIST GROUP","NYSE"
"7514",83824,"NVB","45325870","INCO LTD-CLASS VBN SHS","NYSE"
"7515",83825,"MRS","59563W10","MIDCOAT RES","AMEX"
"7516",83827,"MMA","62624B10","MUNICIPAL MORTGAGE & EQUITY","AMEX"
"7517",83828,"NAP","63722910","NATIONAL PROCESSING","NYSE"
"7518",83829,"PLS","69889110","PARACELSUS HEALTHCARE CORP","NYSE"
"7519",83830,"SLF","81631R10","SELFCARE INC","AMEX"
"7520",83830,"SLF","46126810","INVERNESS MEDICAL TECH","AMEX"
"7521",83830,"IMA","46126810","INVERNESS MEDICAL TECH","AMEX"
"7522",83831,"SGB","84502A10","SOUTHWEST GEORGIA FINL CORP","AMEX"
"7523",83832,"LVB","85849510","STEINWAY MUSICAL INSTRUMENTS","NYSE"
"7524",83834,"WG","96919910","WILLBROS GROUP","NYSE"
"7525",83834,"WG","96920310","WILLBROS GROUP INCORPORATED","NYSE"
"7526",83835,"TD","89116050","TORONTO-DOMIN BK","NYSE"
"7527",83856,"CSV","14390510","CARRIAGE SERVICES","NYSE"
"7528",83858,"DBT","23304410","DBT ONLINE INC","NYSE"
"7529",83861,"DDN","26784F10","DYNAMEX INC","AMEX"
"7530",83862,"ET","26924610","E*TRADE GROUP INC","NYSE"
"7531",83882,"MRB","59125J10","METALLICA RESOURCES","AMEX"
"7532",83897,"RGF","74913610","R & G FINANCIAL CP","NYSE"
"7533",83900,"SVE","81756710","SERVICE EXPERTS","NYSE"
"7534",83901,"OWN","82668B10","SIGNATURE RESORT","NYSE"
"7535",83901,"OWN","86787D10","SUNTERRA CORP","NYSE"
"7536",83905,"SKK","84892620","SPINNAKER INDUSTRIES INC","AMEX"
"7537",83962,"RSV","76009V10","RENTAL SERVICE CORP","NYSE"
"7538",83976,"ANF","00289620","ABERCROMBIE & FITCH","NYSE"
"7539",83977,"AEH","01747510","ALLEGIANCE CORPORATION","NYSE"
"7540",83979,"ARS","02891110","AMERICAN RESIDENTIAL SVCS","NYSE"
"7541",83980,"BOX","05561760","BOC GROUP PLC","NYSE"
"7542",83981,"CPN","13134710","CALPINE CORPORATION","NYSE"
"7543",83982,"CXR","22405110","COX RADIO","NYSE"
"7544",83983,"XC","22748010","CROSS-CONTINENT AUTO RETAILERS","NYSE"
"7545",83985,"FTS","34491210","FOOTSTAR","NYSE"
"7546",83987,"FMS","35802910","FRESENIUS MEDICAL CARE AG","NYSE"
"7547",83988,"GRA","38391110","GRACE W R & CO","NYSE"
"7548",83989,"GCS","38919020","GRAY COMMUNICATION SYSTEM INC","NYSE"
"7549",83989,"GTN","38937510","GRAY TELEVISION INC","NYSE"
"7550",83990,"HLX","40642Y10","HALTER MARINE GROUP INC","AMEX"
"7551",83991,"THX","44212010","HOUSTON EXPL","NYSE"
"7552",83992,"IRE","46267Q10","BANK OF IRELAND","NYSE"
"7553",83992,"IRE","46267Q20","BANK OF IRELAND","NYSE"
"7554",83993,"LVA","54939510","LUCASVARITY PLC","NYSE"
"7555",83995,"MCH","59990310","MILLENIUM CHEMICALS","NYSE"
"7556",83998,"SNC","83291410","SNYDER COMMUNICATIONS","NYSE"
"7557",83999,"THW","87377310","TAG HEUER INTERNATIONAL","NYSE"
"7558",84000,"TBA","88355H10","THERMO BIOANALYSIS CORP","AMEX"
"7559",84001,"UVN","91490610","UNIVISION COMMUNICATIONS","NYSE"
"7560",84002,"BCX","05534G10","BCE MOBILE COMM","NYSE"
